#{"t_start": 1769367357.0421128, "env_id": "CustomAnt-source-v5"}
r,l,t
-6.765484,12,135.940664
-9.662648,16,135.963215
-29.724459,34,136.010869
-15.699884,16,136.033321
-6.526797,20,136.061684
-7.510671,23,136.093782
-37.71345,58,136.174527
-4.089152,65,136.265716
-22.198945,27,136.303819
-46.65881,49,136.372541
-12.10783,37,136.424357
-23.746015,16,136.447007
9.554329,60,136.53133
-8.075517,11,136.546786
-24.436204,31,136.589998
-14.668186,28,136.62912
-8.560528,28,136.668611
-24.942553,18,136.693987
-32.549156,43,137.564897
-63.822873,93,137.694838
-8.026171,33,137.741074
-10.42506,14,137.760871
-7.671975,11,137.776376
-74.092015,83,137.89211
-13.626646,21,137.921672
-96.35318,108,138.072203
-37.188904,43,138.13407
-5.749079,21,138.163515
-37.972496,33,138.209556
15.071147,34,138.257564
-32.134306,32,138.302748
-30.511607,53,138.377089
-9.264197,120,138.546228
-27.799308,30,138.588233
-3.778075,26,138.624717
-7.820076,31,138.668494
-6.131469,13,138.686781
-55.367118,47,138.752653
-49.424083,39,138.807142
-97.455476,98,138.944468
-8.140525,22,138.9753
-9.101612,12,138.99216
-695.275317,1000,140.403443
-28.772769,59,141.30983
-3.468475,14,141.329692
-80.229121,53,141.403478
-15.12293,17,141.427345
-24.093588,18,141.452535
-20.040459,20,141.480648
-48.480239,30,141.523087
-139.200955,132,141.707106
-27.536592,44,141.7686
-46.007413,49,141.836928
-1.89653,56,141.914773
8.207809,28,141.953881
-52.23812,88,142.076307
2.69926,17,142.100431
-21.007474,28,142.140176
-45.602042,21,142.169946
14.201359,23,142.202162
-34.879952,44,142.263708
7.366418,25,142.298788
-74.483066,157,142.518352
-3.635385,15,142.539456
-51.966253,35,142.588668
-49.293942,93,142.717931
-27.949142,25,142.75297
5.359486,15,142.774014
-3.089205,12,142.790841
-22.083282,30,142.832778
-38.979375,105,142.979096
-3.671553,25,143.014065
-2.460286,22,143.044764
-9.848034,10,143.058926
-25.031052,58,143.139851
-11.747279,18,143.165602
-31.050278,57,143.245714
-18.313691,13,143.263922
-11.791227,26,143.300496
-28.527833,29,143.341214
0.107564,12,143.358287
-4.074744,14,143.377908
-64.878463,82,143.492506
-27.221169,57,143.572619
-34.066355,34,143.619879
-14.672976,21,143.649173
-6.314178,26,143.685377
-14.810567,14,143.704998
-14.753243,30,143.746855
-2.110448,17,143.770703
2.362547,16,143.793217
-8.694373,22,143.824014
-35.285288,55,143.90065
-12.844015,14,143.920288
-61.829594,72,144.020453
2.590084,35,144.069412
-29.629309,44,144.952247
-82.500069,134,145.139847
25.805361,57,145.220052
6.949666,33,145.266672
-31.5424,40,145.322753
-30.745267,73,145.424502
-39.758462,39,145.478986
-24.941911,38,145.532296
-132.983185,183,145.789141
-31.337792,22,145.819938
-13.187728,27,145.857737
-791.673489,1000,147.265265
-512.824603,755,149.139877
-35.978666,53,149.213734
-27.060194,55,149.291365
-94.720851,106,149.439431
-24.245366,15,149.460572
-33.239856,48,149.527719
-8.365704,21,149.557227
0.82363,33,149.603747
7.912142,55,149.680574
4.290401,14,149.700271
-664.965302,1000,151.108293
-13.421568,28,151.147803
-5.740175,22,151.178721
-26.774218,63,151.266937
-10.032375,35,151.3164
-52.284401,101,151.458084
-21.692545,25,151.493488
-6.361951,24,152.3376
-12.379394,25,152.372766
10.262959,38,152.42624
-27.022528,24,152.460086
-9.507606,58,152.541258
-13.903962,31,152.58543
-13.686411,23,152.617576
-25.764254,21,152.646946
-28.653711,30,152.688688
7.461025,19,152.715398
-16.71127,105,152.86205
-17.475887,33,152.908164
-0.400135,15,152.929261
-5.32451,14,152.949017
-4.723866,12,152.965835
-16.3534,25,153.000951
