#{"t_start": 1769419321.6408699, "env_id": "CustomHopper-source-v0"}
r,l,t
1067.377887,360,157.474868
356.794444,158,157.661572
1297.254321,402,158.131978
1169.245697,500,158.721087
938.512381,323,159.100417
800.756516,286,159.436433
608.161887,204,159.678781
878.514175,275,160.815801
366.240185,165,161.010922
807.239559,246,161.299543
554.117561,206,161.541515
459.535032,184,161.759445
1188.800073,500,162.349777
538.951587,178,162.558817
1206.012259,500,163.950208
729.050332,231,164.221627
825.403482,259,164.527113
586.229947,200,164.764547
374.336924,152,164.944852
1391.155064,451,165.477625
1023.785009,384,165.930425
495.906401,177,166.139186
888.804438,288,167.392341
668.931274,219,167.651734
691.3698,242,167.93873
744.908692,242,168.226229
833.003966,294,168.573246
616.841803,217,168.832826
782.226083,237,169.113214
956.861759,307,169.477385
622.872222,214,170.555912
589.925468,208,170.804953
550.334923,180,171.018951
447.644515,170,171.221437
1206.744825,500,171.817961
571.749638,196,172.049753
651.280027,224,172.313894
1077.08802,394,172.782467
852.558229,256,173.872846
518.210484,197,174.103415
365.099662,155,174.286162
605.683635,191,174.512691
575.417753,199,174.748945
550.404073,196,174.981759
964.546793,303,175.338698
582.095057,184,175.554722
823.53013,280,175.883758
804.443878,246,176.993072
662.332581,217,177.247961
389.750225,159,177.436723
611.607991,220,177.6984
877.727794,292,178.046148
541.154727,193,178.272988
411.420694,158,178.461481
650.278646,206,178.705665
572.359533,211,178.956491
1165.889141,386,180.229648
805.141488,259,180.534404
554.085166,206,180.777579
300.862582,134,180.93617
524.593892,186,181.157364
483.244537,164,181.352744
1127.300901,382,181.805579
595.832385,185,182.024572
561.918521,200,182.263555
640.906658,209,182.512444
503.068333,172,183.529555
375.064053,162,183.721003
756.257559,241,184.004725
585.989517,184,184.224859
649.330833,211,184.473916
1349.727852,500,185.070382
583.472193,207,185.317307
877.127507,258,185.62258
1422.832744,482,187.00517
596.624753,189,187.227574
548.429277,186,187.446303
396.358583,153,187.627155
546.83166,179,187.837208
675.161789,217,188.091688
564.292935,185,188.307899
557.560304,210,188.55638
1075.481216,457,189.890586
592.011956,199,190.124045
404.016327,145,190.296814
733.277111,228,190.565226
503.863182,183,190.781018
653.506805,208,191.02625
890.367236,288,191.364694
793.791979,244,191.653165
761.135613,249,191.948709
580.718496,187,192.168392
393.433491,150,193.161248
543.148059,214,193.417344
761.350501,256,193.718666
406.459483,161,193.912321
695.686373,264,194.226758
420.289178,173,194.43306
569.356799,198,194.670657
402.542073,148,194.848925
889.758874,303,195.208438
757.998574,250,196.319781
399.923865,157,196.504878
503.11316,199,196.74012
398.55344,150,196.917436
741.020651,239,197.197042
662.946416,211,197.444614
1257.969971,500,198.037435
591.342103,229,198.310771
399.163906,142,198.481295
996.359901,328,199.691062
748.732133,243,199.981842
681.913489,210,200.230324
687.979973,229,200.502175
587.231647,205,200.744009
395.919373,154,200.927795
598.578902,217,201.186856
621.358544,199,201.421912
855.860389,298,201.774644
453.856274,184,202.787038
664.050787,223,203.043172
549.370264,192,203.263734
851.122271,301,203.616285
409.292186,161,203.806196
614.752785,197,204.038231
1080.204342,351,204.453918
576.027587,207,204.698379
450.217181,170,204.901389
822.10328,248,206.015993
884.965704,274,206.337298
587.197882,196,206.566496
965.769542,305,206.92465
524.153601,178,207.133195
449.123899,155,207.316998
551.273339,203,207.554282
846.382955,260,207.859366
622.391104,200,208.093828
901.666221,277,209.226659
414.279691,162,209.418911
769.327915,235,209.696895
975.85934,328,210.0856
535.110195,175,210.291126
740.906396,221,210.552111
1035.320423,324,210.935939
714.965049,217,211.193238
660.261526,200,211.432615
713.264645,234,212.527844
477.040235,176,212.738291
412.65303,160,212.929413
433.92978,167,213.129021
391.981691,154,213.313447
589.619844,188,213.535333
1263.615717,465,214.088262
697.269291,245,214.378293
903.849487,307,214.740057
451.533842,168,215.761981
677.381839,221,216.024301
754.82473,245,216.314008
1226.633606,500,216.910406
768.709374,243,217.19695
635.750477,229,217.467428
454.066857,173,217.671832
1140.796609,357,218.092627
491.796677,183,219.115543
680.760331,207,219.357015
644.10341,209,219.602849
659.656689,198,219.834227
483.487646,174,220.037867
635.574806,203,220.276496
653.368689,222,220.535896
539.945687,179,220.744585
512.482667,165,220.939597
1014.059987,345,222.157979
498.121741,185,222.375856
839.472777,268,222.687649
1273.564838,500,223.274024
1248.001661,500,223.865537
513.323677,194,224.095365
396.531203,148,224.270406
1094.932199,326,225.4728
477.234802,173,225.679382
909.775073,288,226.019438
408.93421,156,226.204837
704.851244,233,226.489474
421.513098,160,226.675928
326.020191,151,226.852705
925.388084,348,227.253049
1161.347297,500,228.627481
511.737852,181,228.837402
1062.926271,364,229.25585
720.992621,226,229.521089
1123.025332,361,229.945057
640.600457,219,230.202372
1006.656617,332,230.595281
1493.730702,500,232.000998
625.861799,214,232.251849
830.231176,282,232.580833
1365.823163,500,233.166714
1016.724353,352,233.579763
566.944586,206,233.819919
1342.480184,500,235.198216
550.223422,189,235.419685
184.257583,88,235.524571
1169.868001,374,235.964509
775.100021,247,236.256456
1345.017671,461,236.800565
1347.241236,457,237.341563
472.578756,163,238.333917
853.533468,257,238.627959
392.650324,155,238.808056
1100.3468,406,239.274689
765.456785,237,239.54811
1224.68491,500,240.134704
389.013656,155,240.316993
933.122609,387,241.576833
1111.836023,374,242.017762
735.546477,238,242.299311
567.275788,191,242.524721
863.148542,272,242.844944
1253.525682,500,243.438779
1234.589634,414,244.747925
348.006548,140,244.9127
1173.613118,397,245.377177
414.414998,163,245.569231
511.489535,166,245.765838
378.357655,143,245.93422
572.159757,183,246.152019
1523.388604,500,246.737337
1132.237559,340,247.938666
407.431148,166,248.13752
825.252703,261,248.44522
411.148574,164,248.640845
815.128166,242,248.927243
1271.298167,397,249.395734
851.433191,275,249.722215
509.945355,175,249.931722
1299.834648,500,251.310156
995.834,313,251.670509
816.849577,251,251.9627
411.329914,148,252.136853
883.920415,266,252.448478
744.129354,231,252.720124
1261.699818,379,253.166062
1062.340651,340,254.391208
1127.720378,395,254.859305
566.535897,199,255.096704
